1	0	4461
2	4461	11830
3	16291	13903
4	30194	3582
5	33776	1705
6	35481	608
7	36089	13923
8	50012	13448
9	63460	7536
10	70996	29569
11	100565	6477
12	107042	14291
13	121333	14163
14	135496	794
15	136290	458
16	136748	302
27	137050	16356
28	153406	5334
29	158740	2310
30	161050	4283
31	165333	8603
32	173936	12566
33	186502	3006
34	189508	9140
35	198648	4457
36	203105	12616
37	215721	10189
38	225910	5419
39	231329	1958
40	233287	6973
41	240260	6440
42	246700	3944
43	250644	7843
44	258487	14084
45	272571	4551
46	277122	5639
47	282761	2124
48	284885	4167
49	289052	3896
50	292948	2858
51	295806	3129
52	298935	9387
53	308322	4568
54	312890	2884
55	315774	2380
56	318154	9636
57	327790	4700
58	332490	6061
59	338551	7132
60	345683	5266
61	350949	3593
62	354542	3730
63	358272	17362
64	375634	2396
65	378030	4427
66	382457	5854
67	388311	2494
68	390805	6474
69	397279	3575
70	400854	4917
71	405771	16103
72	421874	2572
73	424446	3204
74	427650	5184
75	432834	8956
76	441790	7046
77	448836	8782
78	457618	21617
79	479235	17850
80	497085	5380
81	502465	5082
82	507547	3955
83	511502	7028
84	518530	5859
85	524389	2694
86	527083	5039
87	532122	10049
88	542171	4489
89	546660	4633
90	551293	8056
91	559349	5597
92	564946	2397
93	567343	4460
94	571803	8178
95	579981	3922
96	583903	11532
97	595435	8879
98	604314	3940
99	608254	1900
100	610154	3984
101	614138	4396
102	618534	3485
103	622019	5497
104	627516	15794
105	643310	31767
106	675077	11796
107	686873	2816
108	689689	3535
109	693224	2194
110	695418	4108
111	699526	3571
112	703097	2482
113	705579	9570
114	715149	2622
115	717771	2927
116	720698	4144
117	724842	3559
118	728401	2897
119	731298	13620
120	744918	3387
121	748305	978
122	749283	3023
123	752306	4320
124	756626	3243
125	759869	9880
126	769749	7694
127	777443	2069
128	779512	896
129	780408	2429
130	782837	1847
131	784684	2741
132	787425	3317
133	790742	2008
134	792750	2383
135	795133	1670
136	796803	2390
137	799193	1684
138	800877	1675
139	802552	1341
140	803893	5119
141	809012	1527
142	810539	3560
143	814099	2318
144	816417	1307
145	817724	3632
146	821356	2159
147	823515	4701
148	828216	291
149	828507	280
150	828787	291
151	829078	304
152	829382	290
153	829672	308
154	829980	90
155	830070	90
157	830160	2565
158	832725	5105
159	837830	3704
161	841534	4824
162	846358	3711
163	850069	3290
166	853359	391
167	853750	667
168	854417	411
169	854828	362
170	855190	695
171	855885	589
172	856474	491
173	856965	369
174	857334	642
175	857976	503
176	858479	597
177	859076	602
178	859678	410
179	860088	407
180	860495	579
181	861074	459
182	861533	759
183	862292	534
184	862826	506
186	863332	377
187	863709	463
188	864172	377
190	864549	5484
191	870033	420
192	870453	406
193	870859	431
194	871290	465
195	871755	387
196	872142	4811
197	876953	8197
198	885150	10039
199	895189	1304
200	896493	7511
201	904004	16477
203	920481	8756
204	929237	5359
206	934596	1433
207	936029	3831
208	939860	3722
209	943582	1500
210	945082	9737
211	954819	12153
212	966972	8348
216	975320	2836
217	978156	3184
218	981340	24379
219	1005719	2013
220	1007732	2947
221	1010679	1153
223	1011832	17666
224	1029498	14928
225	1044426	3836
227	1048262	18614
228	1066876	11786
229	1078662	12158
230	1090820	9378
231	1100198	8847
232	1109045	7152
233	1116197	13994
236	1130191	14205
240	1144396	17985
242	1162381	3373
243	1165754	7828
244	1173582	5370
246	1178952	5221
248	1184173	8039
251	1192212	9239
252	1201451	18433
253	1219884	2258
256	1222142	6981
259	1229123	7381
260	1236504	12595
261	1249099	6378
262	1255477	9972
263	1265449	7905
264	1273354	4344
265	1277698	6784
266	1284482	6238
267	1290720	3198
268	1293918	2555
269	1296473	1586
270	1298059	4020
271	1302079	3260
272	1305339	3848
273	1309187	2989
274	1312176	28746
275	1340922	7252
276	1348174	6270
277	1354444	1765
278	1356209	1800
279	1358009	1544
280	1359553	1225
281	1360778	211
282	1360989	216
283	1361205	208
284	1361413	221
287	1361634	213
289	1361847	221
291	1362068	253
292	1362321	253
293	1362574	283
294	1362857	242
295	1363099	307
296	1363406	235
297	1363641	244
298	1363885	226
299	1364111	233
300	1364344	247
301	1364591	259
303	1364850	220
304	1365070	277
305	1365347	241
307	1365588	241
308	1365829	238
309	1366067	268
310	1366335	271
311	1366606	5012
312	1371618	8053
313	1379671	4648
314	1384319	3501
315	1387820	3938
316	1391758	5049
317	1396807	2252
318	1399059	1890
319	1400949	2506
320	1403455	4306
321	1407761	3300
322	1411061	3172
323	1414233	4251
324	1418484	2811
325	1421295	8386
326	1429681	821
327	1430502	1409
328	1431911	829
329	1432740	1484
330	1434224	817
332	1435041	1425
333	1436466	1433
334	1437899	1537
336	1439436	874
337	1440310	1492
338	1441802	877
339	1442679	1500
340	1444179	1403
341	1445582	865
342	1446447	1428
344	1447875	871
345	1448746	1513
346	1450259	1511
347	1451770	1472
348	1453242	815
349	1454057	834
350	1454891	1430
351	1456321	866
353	1457187	1408
355	1458595	1424
356	1460019	1416
357	1461435	817
358	1462252	1477
359	1463729	1486
360	1465215	1360
361	1466575	1455
362	1468030	1501
363	1469531	818
364	1470349	1465
365	1471814	1687
366	1473501	1415
367	1474916	1473
368	1476389	1443
370	1477832	1371
371	1479203	1378
372	1480581	882
373	1481463	1516
374	1482979	831
375	1483810	824
376	1484634	850
377	1485484	813
379	1486297	823
380	1487120	824
381	1487944	1557
382	1489501	812
383	1490313	1464
384	1491777	1453
385	1493230	829
386	1494059	4140
387	1498199	2285
388	1500484	2732
389	1503216	4191
390	1507407	8820
391	1516227	5431
392	1521658	247
393	1521905	3288
394	1525193	8603
395	1533796	2750
396	1536546	2402
397	1538948	4313
398	1543261	1991
399	1545252	2688
400	1547940	2119
401	1550059	1421
402	1551480	6601
403	1558081	3278
404	1561359	21048
405	1582407	4878
406	1587285	1612
407	1588897	7388
408	1596285	305
409	1596590	36391
410	1632981	6016
411	1638997	4576
412	1643573	5067
413	1648640	2890
414	1651530	1982
415	1653512	10470
416	1663982	2323
417	1666305	4614
418	1670919	7472
419	1678391	5647
420	1684038	6347
422	1690385	7720
423	1698105	10136
424	1708241	11130
425	1719371	13458
426	1732829	11147
427	1743976	12666
428	1756642	1201
429	1757843	5648
430	1763491	4151
431	1767642	5182
432	1772824	18817
433	1791641	5521
434	1797162	5422
435	1802584	17798
436	1820382	5956
437	1826338	8268
438	1834606	26669
439	1861275	12008
440	1873283	15362
441	1888645	40215
442	1928860	32908
443	1961768	4951
444	1966719	15289
445	1982008	23279
