1	0	4461
2	4461	11830
3	16291	13903
4	30194	3582
5	33776	1705
6	35481	608
7	36089	13923
8	50012	13448
9	63460	7536
10	70996	29569
11	100565	6477
12	107042	14291
13	121333	14163
14	135496	794
15	136290	458
16	136748	302
17	137050	4462
18	141512	11831
19	153343	13904
20	167247	3583
21	170830	1706
22	172536	609
23	173145	13924
24	187069	13449
25	200518	7537
26	208055	29569
27	237624	16356
28	253980	5334
29	259314	2310
30	261624	4283
31	265907	8603
32	274510	12566
33	287076	3006
34	290082	9140
35	299222	4457
36	303679	12616
37	316295	10189
38	326484	5419
39	331903	1958
40	333861	6973
41	340834	6440
42	347274	3944
43	351218	7843
44	359061	14084
45	373145	4551
46	377696	5639
47	383335	2124
48	385459	4167
49	389626	3896
50	393522	2858
51	396380	3129
52	399509	9387
53	408896	4568
54	413464	2884
55	416348	2380
56	418728	9636
57	428364	4700
58	433064	6061
59	439125	7132
60	446257	5266
61	451523	3593
62	455116	3730
63	458846	17362
64	476208	2396
65	478604	4427
66	483031	5854
67	488885	2494
68	491379	6474
69	497853	3575
70	501428	4917
71	506345	16103
72	522448	2572
73	525020	3204
74	528224	5184
75	533408	8956
76	542364	7046
77	549410	8782
78	558192	21617
79	579809	17850
80	597659	5380
81	603039	5082
82	608121	3955
83	612076	7028
84	619104	5859
85	624963	2694
86	627657	5039
87	632696	10049
88	642745	4489
89	647234	4633
90	651867	8056
91	659923	5597
92	665520	2397
93	667917	4460
94	672377	8178
95	680555	3922
96	684477	11532
97	696009	8879
98	704888	3940
99	708828	1900
100	710728	3984
101	714712	4396
102	719108	3485
103	722593	5497
104	728090	15794
105	743884	31767
106	775651	11796
107	787447	2816
108	790263	3535
109	793798	2194
110	795992	4108
111	800100	3571
112	803671	2482
113	806153	9570
114	815723	2622
115	818345	2927
116	821272	4144
117	825416	3559
118	828975	2897
119	831872	13620
120	845492	3387
121	848879	978
122	849857	3023
123	852880	4320
124	857200	3243
125	860443	9880
126	870323	7694
127	878017	2069
128	880086	896
129	880982	2429
130	883411	1847
131	885258	2741
132	887999	3317
133	891316	2008
134	893324	2383
135	895707	1670
136	897377	2390
137	899767	1684
138	901451	1675
139	903126	1341
140	904467	5119
141	909586	1527
142	911113	3560
143	914673	2318
144	916991	1307
145	918298	3632
146	921930	2159
147	924089	4701
148	928790	291
149	929081	280
150	929361	291
151	929652	304
152	929956	290
153	930246	308
154	930554	90
155	930644	90
156	930734	3623
157	934357	2565
158	936922	5105
159	942027	3704
160	945731	3794
161	949525	4824
162	954349	3711
163	958060	3290
164	961350	4541
165	965891	2813
166	968704	391
167	969095	667
168	969762	411
169	970173	362
170	970535	695
171	971230	589
172	971819	491
173	972310	369
174	972679	642
175	973321	503
176	973824	597
177	974421	602
178	975023	410
179	975433	407
180	975840	579
181	976419	459
182	976878	759
183	977637	534
184	978171	506
185	978677	510
186	979187	377
187	979564	463
188	980027	377
189	980404	378
190	980782	5484
191	986266	420
192	986686	406
193	987092	431
194	987523	465
195	987988	387
196	988375	4811
197	993186	8197
198	1001383	10039
199	1011422	1304
200	1012726	7511
201	1020237	16477
202	1036714	6771
203	1043485	8756
204	1052241	5359
205	1057600	2689
206	1060289	1433
207	1061722	3831
208	1065553	3722
209	1069275	1500
210	1070775	9737
211	1080512	12153
212	1092665	8348
213	1101013	3526
214	1104539	4873
215	1109412	2091
216	1111503	2836
217	1114339	3184
218	1117523	24379
219	1141902	2013
220	1143915	2947
221	1146862	1153
222	1148015	2170
223	1150185	17666
224	1167851	14928
225	1182779	3836
226	1186615	10031
227	1196646	18614
228	1215260	11786
229	1227046	12158
230	1239204	9378
231	1248582	8847
232	1257429	7152
233	1264581	13994
234	1278575	16553
235	1295128	14699
236	1309827	14205
237	1324032	21574
238	1345606	21131
239	1366737	15195
240	1381932	17985
241	1399917	11129
242	1411046	3373
243	1414419	7828
244	1422247	5370
245	1427617	11547
246	1439164	5221
247	1444385	16196
248	1460581	8039
249	1468620	11435
250	1480055	19992
251	1500047	9239
252	1509286	18433
253	1527719	2258
254	1529977	13022
255	1542999	10751
256	1553750	6981
257	1560731	24114
258	1584845	24087
259	1608932	7381
260	1616313	12595
261	1628908	6378
262	1635286	9972
263	1645258	7905
264	1653163	4344
265	1657507	6784
266	1664291	6238
267	1670529	3198
268	1673727	2555
269	1676282	1586
270	1677868	4020
271	1681888	3260
272	1685148	3848
273	1688996	2989
274	1691985	28746
275	1720731	7252
276	1727983	6270
277	1734253	1765
278	1736018	1800
279	1737818	1544
280	1739362	1225
281	1740587	211
282	1740798	216
283	1741014	208
284	1741222	221
285	1741443	235
286	1741678	233
287	1741911	213
288	1742124	235
289	1742359	221
290	1742580	227
291	1742807	253
292	1743060	253
293	1743313	283
294	1743596	242
295	1743838	307
296	1744145	235
297	1744380	244
298	1744624	226
299	1744850	233
300	1745083	247
301	1745330	259
302	1745589	220
303	1745809	220
304	1746029	277
305	1746306	241
306	1746547	203
307	1746750	241
308	1746991	238
309	1747229	268
310	1747497	271
311	1747768	5012
312	1752780	8053
313	1760833	4648
314	1765481	3501
315	1768982	3938
316	1772920	5049
317	1777969	2252
318	1780221	1890
319	1782111	2506
320	1784617	4306
321	1788923	3300
322	1792223	3172
323	1795395	4251
324	1799646	2811
325	1802457	8386
326	1810843	821
327	1811664	1409
328	1813073	829
329	1813902	1484
330	1815386	817
331	1816203	830
332	1817033	1425
333	1818458	1433
334	1819891	1537
335	1821428	1548
336	1822976	874
337	1823850	1492
338	1825342	877
339	1826219	1500
340	1827719	1403
341	1829122	865
342	1829987	1428
343	1831415	866
344	1832281	871
345	1833152	1513
346	1834665	1511
347	1836176	1472
348	1837648	815
349	1838463	834
350	1839297	1430
351	1840727	866
352	1841593	1426
353	1843019	1408
354	1844427	1442
355	1845869	1424
356	1847293	1416
357	1848709	817
358	1849526	1477
359	1851003	1486
360	1852489	1360
361	1853849	1455
362	1855304	1501
363	1856805	818
364	1857623	1465
365	1859088	1687
366	1860775	1415
367	1862190	1473
368	1863663	1443
369	1865106	1431
370	1866537	1371
371	1867908	1378
372	1869286	882
373	1870168	1516
374	1871684	831
375	1872515	824
376	1873339	850
377	1874189	813
378	1875002	1535
379	1876537	823
380	1877360	824
381	1878184	1557
382	1879741	812
383	1880553	1464
384	1882017	1453
385	1883470	829
386	1884299	4140
387	1888439	2285
388	1890724	2732
389	1893456	4191
390	1897647	8820
391	1906467	5431
392	1911898	247
393	1912145	3288
394	1915433	8603
395	1924036	2750
396	1926786	2402
397	1929188	4313
398	1933501	1991
399	1935492	2688
400	1938180	2119
401	1940299	1421
402	1941720	6601
403	1948321	3278
404	1951599	21048
405	1972647	4878
406	1977525	1612
407	1979137	7388
408	1986525	305
409	1986830	36391
410	2023221	6016
411	2029237	4576
412	2033813	5067
413	2038880	2890
414	2041770	1982
415	2043752	10470
416	2054222	2323
417	2056545	4614
418	2061159	7472
419	2068631	5647
420	2074278	6347
421	2080625	5648
422	2086273	7720
423	2093993	10136
424	2104129	11130
425	2115259	13458
426	2128717	11147
427	2139864	12666
428	2152530	1201
429	2153731	5648
430	2159379	4151
431	2163530	5182
432	2168712	18817
433	2187529	5521
434	2193050	5422
435	2198472	17798
436	2216270	5956
437	2222226	8268
438	2230494	26669
439	2257163	12008
440	2269171	15362
441	2284533	40215
442	2324748	32908
443	2357656	4951
444	2362607	15289
445	2377896	23279
